"Year","Name","Area_code","Type","Age","Population"
2020,"Nuneaton and Bedworth","E07000219","Lower Tier Local Authority","All Ages",130373
2020,"Nuneaton and Bedworth","E07000219","Lower Tier Local Authority","Aged 65+",25170
2020,"Rugby","E07000220","Lower Tier Local Authority","All Ages",110650
2020,"Rugby","E07000220","Lower Tier Local Authority","Aged 65+",20884
2020,"Stratford-on-Avon","E07000221","Lower Tier Local Authority","All Ages",132402
2020,"Stratford-on-Avon","E07000221","Lower Tier Local Authority","Aged 65+",33620
2020,"Warwick","E07000222","Lower Tier Local Authority","All Ages",144909
2020,"Warwick","E07000222","Lower Tier Local Authority","Aged 65+",27275
2020,"Bromsgrove","E07000234","Lower Tier Local Authority","All Ages",100569
2020,"Bromsgrove","E07000234","Lower Tier Local Authority","Aged 65+",22848
2020,"Malvern Hills","E07000235","Lower Tier Local Authority","All Ages",79445
2020,"Malvern Hills","E07000235","Lower Tier Local Authority","Aged 65+",22407
2020,"Redditch","E07000236","Lower Tier Local Authority","All Ages",85568
2020,"Redditch","E07000236","Lower Tier Local Authority","Aged 65+",16006
2020,"Worcester","E07000237","Lower Tier Local Authority","All Ages",100265
2020,"Worcester","E07000237","Lower Tier Local Authority","Aged 65+",17686
2020,"Wychavon","E07000238","Lower Tier Local Authority","All Ages",131084
2020,"Wychavon","E07000238","Lower Tier Local Authority","Aged 65+",33242
2020,"Wyre Forest","E07000239","Lower Tier Local Authority","All Ages",101139
2020,"Wyre Forest","E07000239","Lower Tier Local Authority","Aged 65+",25250
2020,"Cambridge","E07000008","Lower Tier Local Authority","All Ages",125063
2020,"Cambridge","E07000008","Lower Tier Local Authority","Aged 65+",16648
2020,"East Cambridgeshire","E07000009","Lower Tier Local Authority","All Ages",90172
2020,"East Cambridgeshire","E07000009","Lower Tier Local Authority","Aged 65+",18656
2020,"Fenland","E07000010","Lower Tier Local Authority","All Ages",102080
2020,"Fenland","E07000010","Lower Tier Local Authority","Aged 65+",23757
2020,"Huntingdonshire","E07000011","Lower Tier Local Authority","All Ages",178985
2020,"Huntingdonshire","E07000011","Lower Tier Local Authority","Aged 65+",36476
2020,"South Cambridgeshire","E07000012","Lower Tier Local Authority","All Ages",160904
2020,"South Cambridgeshire","E07000012","Lower Tier Local Authority","Aged 65+",31785
2020,"Basildon","E07000066","Lower Tier Local Authority","All Ages",187558
2020,"Basildon","E07000066","Lower Tier Local Authority","Aged 65+",32247
2020,"Braintree","E07000067","Lower Tier Local Authority","All Ages",153091
2020,"Braintree","E07000067","Lower Tier Local Authority","Aged 65+",31496
2020,"Brentwood","E07000068","Lower Tier Local Authority","All Ages",77242
2020,"Brentwood","E07000068","Lower Tier Local Authority","Aged 65+",15641
2020,"Castle Point","E07000069","Lower Tier Local Authority","All Ages",90524
2020,"Castle Point","E07000069","Lower Tier Local Authority","Aged 65+",23093
2020,"Chelmsford","E07000070","Lower Tier Local Authority","All Ages",179549
2020,"Chelmsford","E07000070","Lower Tier Local Authority","Aged 65+",34729
2020,"Colchester","E07000071","Lower Tier Local Authority","All Ages",197200
2020,"Colchester","E07000071","Lower Tier Local Authority","Aged 65+",34056
2020,"Epping Forest","E07000072","Lower Tier Local Authority","All Ages",132175
2020,"Epping Forest","E07000072","Lower Tier Local Authority","Aged 65+",25922
2020,"Harlow","E07000073","Lower Tier Local Authority","All Ages",87280
2020,"Harlow","E07000073","Lower Tier Local Authority","Aged 65+",13416
2020,"Maldon","E07000074","Lower Tier Local Authority","All Ages",65401
2020,"Maldon","E07000074","Lower Tier Local Authority","Aged 65+",16644
2020,"Rochford","E07000075","Lower Tier Local Authority","All Ages",87627
2020,"Rochford","E07000075","Lower Tier Local Authority","Aged 65+",20377
2020,"Tendring","E07000076","Lower Tier Local Authority","All Ages",147353
2020,"Tendring","E07000076","Lower Tier Local Authority","Aged 65+",44051
2020,"Uttlesford","E07000077","Lower Tier Local Authority","All Ages",92759
2020,"Uttlesford","E07000077","Lower Tier Local Authority","Aged 65+",18240
2020,"Broxbourne","E07000095","Lower Tier Local Authority","All Ages",97592
2020,"Broxbourne","E07000095","Lower Tier Local Authority","Aged 65+",17363
2020,"Dacorum","E07000096","Lower Tier Local Authority","All Ages",155457
2020,"Dacorum","E07000096","Lower Tier Local Authority","Aged 65+",27150
2020,"East Hertfordshire","E07000242","Lower Tier Local Authority","All Ages",151786
2020,"East Hertfordshire","E07000242","Lower Tier Local Authority","Aged 65+",27679
2020,"Hertsmere","E07000098","Lower Tier Local Authority","All Ages",105471
2020,"Hertsmere","E07000098","Lower Tier Local Authority","Aged 65+",19352
2020,"North Hertfordshire","E07000099","Lower Tier Local Authority","All Ages",133463
2020,"North Hertfordshire","E07000099","Lower Tier Local Authority","Aged 65+",25856
2020,"St Albans","E07000240","Lower Tier Local Authority","All Ages",149317
2020,"St Albans","E07000240","Lower Tier Local Authority","Aged 65+",25620
2020,"Stevenage","E07000243","Lower Tier Local Authority","All Ages",88104
2020,"Stevenage","E07000243","Lower Tier Local Authority","Aged 65+",13670
2020,"Three Rivers","E07000102","Lower Tier Local Authority","All Ages",93966
2020,"Three Rivers","E07000102","Lower Tier Local Authority","Aged 65+",17222
2020,"Watford","E07000103","Lower Tier Local Authority","All Ages",96623
2020,"Watford","E07000103","Lower Tier Local Authority","Aged 65+",12858
2020,"Welwyn Hatfield","E07000241","Lower Tier Local Authority","All Ages",123893
2020,"Welwyn Hatfield","E07000241","Lower Tier Local Authority","Aged 65+",19139
2020,"Breckland","E07000143","Lower Tier Local Authority","All Ages",141255
2020,"Breckland","E07000143","Lower Tier Local Authority","Aged 65+",35743
2020,"Broadland","E07000144","Lower Tier Local Authority","All Ages",131931
2020,"Broadland","E07000144","Lower Tier Local Authority","Aged 65+",34093
2020,"Great Yarmouth","E07000145","Lower Tier Local Authority","All Ages",99198
2020,"Great Yarmouth","E07000145","Lower Tier Local Authority","Aged 65+",24552
2020,"King's Lynn and West Norfolk","E07000146","Lower Tier Local Authority","All Ages",151245
2020,"King's Lynn and West Norfolk","E07000146","Lower Tier Local Authority","Aged 65+",39927
2020,"North Norfolk","E07000147","Lower Tier Local Authority","All Ages",105167
2020,"North Norfolk","E07000147","Lower Tier Local Authority","Aged 65+",35250
2020,"Norwich","E07000148","Lower Tier Local Authority","All Ages",142177
2020,"Norwich","E07000148","Lower Tier Local Authority","Aged 65+",21369
2020,"South Norfolk","E07000149","Lower Tier Local Authority","All Ages",143066
2020,"South Norfolk","E07000149","Lower Tier Local Authority","Aged 65+",34409
2020,"Babergh","E07000200","Lower Tier Local Authority","All Ages",92735
2020,"Babergh","E07000200","Lower Tier Local Authority","Aged 65+",24549
2020,"Ipswich","E07000202","Lower Tier Local Authority","All Ages",135979
2020,"Ipswich","E07000202","Lower Tier Local Authority","Aged 65+",23179
2020,"East Suffolk","E07000244","Lower Tier Local Authority","All Ages",250373
2020,"East Suffolk","E07000244","Lower Tier Local Authority","Aged 65+",69367
2020,"Mid Suffolk","E07000203","Lower Tier Local Authority","All Ages",104857
2020,"Mid Suffolk","E07000203","Lower Tier Local Authority","Aged 65+",26039
2020,"West Suffolk","E07000245","Lower Tier Local Authority","All Ages",177302
2020,"West Suffolk","E07000245","Lower Tier Local Authority","Aged 65+",38364
2020,"Aylesbury Vale","E07000004","Lower Tier Local Authority","All Ages",206851
2020,"Aylesbury Vale","E07000004","Lower Tier Local Authority","Aged 65+",34981
2020,"Chiltern","E07000005","Lower Tier Local Authority","All Ages",96219
2020,"Chiltern","E07000005","Lower Tier Local Authority","Aged 65+",20811
2020,"South Bucks","E07000006","Lower Tier Local Authority","All Ages",70473
2020,"South Bucks","E07000006","Lower Tier Local Authority","Aged 65+",15020
2020,"Wycombe","E07000007","Lower Tier Local Authority","All Ages",173517
2020,"Wycombe","E07000007","Lower Tier Local Authority","Aged 65+",33302
2020,"Eastbourne","E07000061","Lower Tier Local Authority","All Ages",103324
2020,"Eastbourne","E07000061","Lower Tier Local Authority","Aged 65+",26162
2020,"Hastings","E07000062","Lower Tier Local Authority","All Ages",92554
2020,"Hastings","E07000062","Lower Tier Local Authority","Aged 65+",19119
2020,"Lewes","E07000063","Lower Tier Local Authority","All Ages",103525
2020,"Lewes","E07000063","Lower Tier Local Authority","Aged 65+",26881
2020,"Rother","E07000064","Lower Tier Local Authority","All Ages",96716
2020,"Rother","E07000064","Lower Tier Local Authority","Aged 65+",31246
2020,"Wealden","E07000065","Lower Tier Local Authority","All Ages",162733
2020,"Wealden","E07000065","Lower Tier Local Authority","Aged 65+",42680
2020,"Basingstoke and Deane","E07000084","Lower Tier Local Authority","All Ages",177760
2020,"Basingstoke and Deane","E07000084","Lower Tier Local Authority","Aged 65+",31320
2020,"East Hampshire","E07000085","Lower Tier Local Authority","All Ages",123838
2020,"East Hampshire","E07000085","Lower Tier Local Authority","Aged 65+",29300
2020,"Eastleigh","E07000086","Lower Tier Local Authority","All Ages",135520
2020,"Eastleigh","E07000086","Lower Tier Local Authority","Aged 65+",26764
2020,"Fareham","E07000087","Lower Tier Local Authority","All Ages",116338
2020,"Fareham","E07000087","Lower Tier Local Authority","Aged 65+",27827
2020,"Gosport","E07000088","Lower Tier Local Authority","All Ages",84679
2020,"Gosport","E07000088","Lower Tier Local Authority","Aged 65+",17455
2020,"Hart","E07000089","Lower Tier Local Authority","All Ages",97608
2020,"Hart","E07000089","Lower Tier Local Authority","Aged 65+",19544
2020,"Havant","E07000090","Lower Tier Local Authority","All Ages",126339
2020,"Havant","E07000090","Lower Tier Local Authority","Aged 65+",29979
2020,"New Forest","E07000091","Lower Tier Local Authority","All Ages",179649
2020,"New Forest","E07000091","Lower Tier Local Authority","Aged 65+",53170
2020,"Rushmoor","E07000092","Lower Tier Local Authority","All Ages",94387
2020,"Rushmoor","E07000092","Lower Tier Local Authority","Aged 65+",14224
2020,"Test Valley","E07000093","Lower Tier Local Authority","All Ages",127163
2020,"Test Valley","E07000093","Lower Tier Local Authority","Aged 65+",27878
2020,"Winchester","E07000094","Lower Tier Local Authority","All Ages",125925
2020,"Winchester","E07000094","Lower Tier Local Authority","Aged 65+",27099
2020,"Ashford","E07000105","Lower Tier Local Authority","All Ages",131018
2020,"Ashford","E07000105","Lower Tier Local Authority","Aged 65+",25773
2020,"Canterbury","E07000106","Lower Tier Local Authority","All Ages",166762
2020,"Canterbury","E07000106","Lower Tier Local Authority","Aged 65+",34625
2020,"Dartford","E07000107","Lower Tier Local Authority","All Ages",114051
2020,"Dartford","E07000107","Lower Tier Local Authority","Aged 65+",15865
2020,"Dover","E07000108","Lower Tier Local Authority","All Ages",118514
2020,"Dover","E07000108","Lower Tier Local Authority","Aged 65+",28201
2020,"Gravesham","E07000109","Lower Tier Local Authority","All Ages",106890
2020,"Gravesham","E07000109","Lower Tier Local Authority","Aged 65+",18603
2020,"Maidstone","E07000110","Lower Tier Local Authority","All Ages",173132
2020,"Maidstone","E07000110","Lower Tier Local Authority","Aged 65+",33395
2020,"Sevenoaks","E07000111","Lower Tier Local Authority","All Ages",121387
2020,"Sevenoaks","E07000111","Lower Tier Local Authority","Aged 65+",26276
2020,"Folkestone and Hythe","E07000112","Lower Tier Local Authority","All Ages",113320
2020,"Folkestone and Hythe","E07000112","Lower Tier Local Authority","Aged 65+",28298
2020,"Swale","E07000113","Lower Tier Local Authority","All Ages",151015
2020,"Swale","E07000113","Lower Tier Local Authority","Aged 65+",29110
2020,"Thanet","E07000114","Lower Tier Local Authority","All Ages",141458
2020,"Thanet","E07000114","Lower Tier Local Authority","Aged 65+",34032
2020,"Tonbridge and Malling","E07000115","Lower Tier Local Authority","All Ages",132571
2020,"Tonbridge and Malling","E07000115","Lower Tier Local Authority","Aged 65+",25187
2020,"Tunbridge Wells","E07000116","Lower Tier Local Authority","All Ages",118939
2020,"Tunbridge Wells","E07000116","Lower Tier Local Authority","Aged 65+",23410
2020,"Cherwell","E07000177","Lower Tier Local Authority","All Ages",151846
2020,"Cherwell","E07000177","Lower Tier Local Authority","Aged 65+",28058
2020,"Oxford","E07000178","Lower Tier Local Authority","All Ages",151584
2020,"Oxford","E07000178","Lower Tier Local Authority","Aged 65+",19152
2020,"South Oxfordshire","E07000179","Lower Tier Local Authority","All Ages",143782
2020,"South Oxfordshire","E07000179","Lower Tier Local Authority","Aged 65+",30461
2020,"Vale of White Horse","E07000180","Lower Tier Local Authority","All Ages",137910
2020,"Vale of White Horse","E07000180","Lower Tier Local Authority","Aged 65+",27911
2020,"West Oxfordshire","E07000181","Lower Tier Local Authority","All Ages",111758
2020,"West Oxfordshire","E07000181","Lower Tier Local Authority","Aged 65+",24607
2020,"Elmbridge","E07000207","Lower Tier Local Authority","All Ages",137215
2020,"Elmbridge","E07000207","Lower Tier Local Authority","Aged 65+",25585
2020,"Epsom and Ewell","E07000208","Lower Tier Local Authority","All Ages",81003
2020,"Epsom and Ewell","E07000208","Lower Tier Local Authority","Aged 65+",14843
2020,"Guildford","E07000209","Lower Tier Local Authority","All Ages",150352
2020,"Guildford","E07000209","Lower Tier Local Authority","Aged 65+",25169
2020,"Mole Valley","E07000210","Lower Tier Local Authority","All Ages",87547
2020,"Mole Valley","E07000210","Lower Tier Local Authority","Aged 65+",20882
2020,"Reigate and Banstead","E07000211","Lower Tier Local Authority","All Ages",149243
2020,"Reigate and Banstead","E07000211","Lower Tier Local Authority","Aged 65+",27296
2020,"Runnymede","E07000212","Lower Tier Local Authority","All Ages",90327
2020,"Runnymede","E07000212","Lower Tier Local Authority","Aged 65+",15274
2020,"Spelthorne","E07000213","Lower Tier Local Authority","All Ages",99873
2020,"Spelthorne","E07000213","Lower Tier Local Authority","Aged 65+",18702
2020,"Surrey Heath","E07000214","Lower Tier Local Authority","All Ages",89204
2020,"Surrey Heath","E07000214","Lower Tier Local Authority","Aged 65+",17786
2020,"Tandridge","E07000215","Lower Tier Local Authority","All Ages",88542
2020,"Tandridge","E07000215","Lower Tier Local Authority","Aged 65+",18507
2020,"Waverley","E07000216","Lower Tier Local Authority","All Ages",126556
2020,"Waverley","E07000216","Lower Tier Local Authority","Aged 65+",28295
2020,"Woking","E07000217","Lower Tier Local Authority","All Ages",100008
2020,"Woking","E07000217","Lower Tier Local Authority","Aged 65+",17561
2020,"Adur","E07000223","Lower Tier Local Authority","All Ages",64187
2020,"Adur","E07000223","Lower Tier Local Authority","Aged 65+",15186
2020,"Arun","E07000224","Lower Tier Local Authority","All Ages",161123
2020,"Arun","E07000224","Lower Tier Local Authority","Aged 65+",46898
2020,"Chichester","E07000225","Lower Tier Local Authority","All Ages",121508
2020,"Chichester","E07000225","Lower Tier Local Authority","Aged 65+",33634
2020,"Crawley","E07000226","Lower Tier Local Authority","All Ages",112474
2020,"Crawley","E07000226","Lower Tier Local Authority","Aged 65+",15499
2020,"Horsham","E07000227","Lower Tier Local Authority","All Ages",145474
2020,"Horsham","E07000227","Lower Tier Local Authority","Aged 65+",33327
2020,"Mid Sussex","E07000228","Lower Tier Local Authority","All Ages",152142
2020,"Mid Sussex","E07000228","Lower Tier Local Authority","Aged 65+",31279
2020,"Worthing","E07000229","Lower Tier Local Authority","All Ages",110727
2020,"Worthing","E07000229","Lower Tier Local Authority","Aged 65+",25145
2020,"East Devon","E07000040","Lower Tier Local Authority","All Ages",148080
2020,"East Devon","E07000040","Lower Tier Local Authority","Aged 65+",45104
2020,"Exeter","E07000041","Lower Tier Local Authority","All Ages",133333
2020,"Exeter","E07000041","Lower Tier Local Authority","Aged 65+",21303
2020,"Mid Devon","E07000042","Lower Tier Local Authority","All Ages",83290
2020,"Mid Devon","E07000042","Lower Tier Local Authority","Aged 65+",19760
2020,"North Devon","E07000043","Lower Tier Local Authority","All Ages",98170
2020,"North Devon","E07000043","Lower Tier Local Authority","Aged 65+",25121
2020,"South Hams","E07000044","Lower Tier Local Authority","All Ages",87946
2020,"South Hams","E07000044","Lower Tier Local Authority","Aged 65+",25120
2020,"Teignbridge","E07000045","Lower Tier Local Authority","All Ages",135039
2020,"Teignbridge","E07000045","Lower Tier Local Authority","Aged 65+",36263
2020,"Torridge","E07000046","Lower Tier Local Authority","All Ages",68719
2020,"Torridge","E07000046","Lower Tier Local Authority","Aged 65+",19250
2020,"West Devon","E07000047","Lower Tier Local Authority","All Ages",56139
2020,"West Devon","E07000047","Lower Tier Local Authority","Aged 65+",15915
2020,"Cheltenham","E07000078","Lower Tier Local Authority","All Ages",116043
2020,"Cheltenham","E07000078","Lower Tier Local Authority","Aged 65+",23118
2020,"Cotswold","E07000079","Lower Tier Local Authority","All Ages",90264
2020,"Cotswold","E07000079","Lower Tier Local Authority","Aged 65+",23658
2020,"Forest of Dean","E07000080","Lower Tier Local Authority","All Ages",87107
2020,"Forest of Dean","E07000080","Lower Tier Local Authority","Aged 65+",21695
2020,"Gloucester","E07000081","Lower Tier Local Authority","All Ages",129709
2020,"Gloucester","E07000081","Lower Tier Local Authority","Aged 65+",22126
2020,"Stroud","E07000082","Lower Tier Local Authority","All Ages",120903
2020,"Stroud","E07000082","Lower Tier Local Authority","Aged 65+",27487
2020,"Tewkesbury","E07000083","Lower Tier Local Authority","All Ages",96624
2020,"Tewkesbury","E07000083","Lower Tier Local Authority","Aged 65+",21336
2020,"Mendip","E07000187","Lower Tier Local Authority","All Ages",116288
2020,"Mendip","E07000187","Lower Tier Local Authority","Aged 65+",27765
2020,"Sedgemoor","E07000188","Lower Tier Local Authority","All Ages",123446
2020,"Sedgemoor","E07000188","Lower Tier Local Authority","Aged 65+",29738
2020,"South Somerset","E07000189","Lower Tier Local Authority","All Ages",168696
2020,"South Somerset","E07000189","Lower Tier Local Authority","Aged 65+",43786
2020,"Somerset West and Taunton","E07000246","Lower Tier Local Authority","All Ages",155421
2020,"Somerset West and Taunton","E07000246","Lower Tier Local Authority","Aged 65+",40680
2020,"United Kingdom","K02000001","Country","All Ages",67081234
2020,"United Kingdom","K02000001","Country","Aged 65+",12508638
2020,"Great Britain","K03000001","Country","All Ages",65185724
2020,"Great Britain","K03000001","Country","Aged 65+",12188689
2020,"England","E92000001","Country","All Ages",56550138
2020,"England","E92000001","Country","Aged 65+",10464019
2020,"Wales","W92000004","Unitary Authority","All Ages",3169586
2020,"Wales","W92000004","Unitary Authority","Aged 65+",668590
2020,"Scotland","S92000003","Unitary Authority","All Ages",5466000
2020,"Scotland","S92000003","Unitary Authority","Aged 65+",1056080
2020,"Northern Ireland","N92000002","Unitary Authority","All Ages",1895510
2020,"Northern Ireland","N92000002","Unitary Authority","Aged 65+",319949
2020,"England and Wales","K04000001","Country","All Ages",59719724
2020,"England and Wales","K04000001","Country","Aged 65+",11132609
2020,"North East","E12000001","Region","All Ages",2680763
2020,"North East","E12000001","Region","Aged 65+",537631
2020,"North West","E12000002","Region","All Ages",7367456
2020,"North West","E12000002","Region","Aged 65+",1384396
2020,"Yorkshire and The Humber","E12000003","Region","All Ages",5526350
2020,"Yorkshire and The Humber","E12000003","Region","Aged 65+",1042314
2020,"East Midlands","E12000004","Region","All Ages",4865583
2020,"East Midlands","E12000004","Region","Aged 65+",954657
2020,"West Midlands","E12000005","Region","All Ages",5961929
2020,"West Midlands","E12000005","Region","Aged 65+",1113001
2020,"East","E12000006","Region","All Ages",6269161
2020,"East","E12000006","Region","Aged 65+",1251262
2020,"London","E12000007","Region","All Ages",9002488
2020,"London","E12000007","Region","Aged 65+",1098453
2020,"South East","E12000008","Region","All Ages",9217265
2020,"South East","E12000008","Region","Aged 65+",1812004
2020,"South West","E12000009","Region","All Ages",5659143
2020,"South West","E12000009","Region","Aged 65+",1270301
